"match_id","season_year","tour_type","tour_type_human","date_timestamp","date_human","tournament","round","surface","surface_id","status","status_extra","home_name","away_name","home_id","away_id","home_rank","away_rank","home_points","away_points","winner_code","home_set_score","away_set_score","home_set_1_score","away_set_1_score","home_set_2_score","away_set_2_score","home_set_3_score","away_set_3_score","home_set_4_score","away_set_4_score","home_set_5_score","away_set_5_score","home_odds_match_winner","away_odds_match_winner","home_odds_first_set_winner","away_odds_first_set_winner","home_aces","away_aces","home_double_faults","away_double_faults","home_service_points_won_perc","away_service_points_won_perc","home_return_points_won_perc","away_return_points_won_perc","home_break_points_won_perc","away_break_points_won_perc","home_break_points_saved_perc","away_break_points_saved_perc"
"74669820",2021,1,"ATP Tour",1609925400,"06 Jan 2021","Antalya ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Golubev A.","Molcan A.","502076","583404","","","","",2,0,2,2,6,5,7,"","","","","","",3.4,1.3,3,1.36,"","","","","","","","","","","",""
"71170975",2021,1,"ATP Tour",1609927500,"06 Jan 2021","Antalya ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Andreev A.","Klein L.","598150","505077","","","","",1,2,0,6,3,7,6,"","","","","","",2,1.72,2,1.72,"","","","","","","","","","","",""
"30711940",2021,1,"ATP Tour",1609927800,"06 Jan 2021","Antalya ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Pellegrino A.","Aksu C.","273580","996327","","","","",1,2,1,3,6,6,2,6,0,"","","","",1.11,6.5,1.16,5,"","","","","","","","","","","",""
"72595040",2021,1,"ATP Tour",1609928400,"06 Jan 2021","Antalya ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Sachko V.","Vrbensky M.","626903","191513","","","","",2,0,2,5,7,2,6,"","","","","","",1.57,2.25,1.61,2.2,"","","","","","","","","","","",""
"32846556",2021,1,"ATP Tour",1609930800,"06 Jan 2021","Antalya ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Krstin P.","Turker M. N.","372643","426933","","","","",2,0,2,2,6,1,6,"","","","","","",1.11,6.5,1.16,5,"","","","","","","","","","","",""
"39551039",2021,1,"ATP Tour",1609933800,"06 Jan 2021","Antalya ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Bachinger M.","Orlov V.","164915","200057","","","","",1,2,0,6,1,7,5,"","","","","","",1.4,2.75,1.44,2.62,"","","","","","","","","","","",""
"67392456",2021,1,"ATP Tour",1609934400,"06 Jan 2021","Antalya ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Heliovaara H.","Sasikumar M.","338721","966030","","","","",1,2,0,6,4,7,5,"","","","","","",2.25,1.57,2.2,1.61,"","","","","","","","","","","",""
"54035930",2021,1,"ATP Tour",1609934400,"06 Jan 2021","Antalya ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Basic M.","Kuzmanov D.","527695","237834","","","","",2,0,2,3,6,1,6,"","","","","","",1.72,2,1.8,1.9,"","","","","","","","","","","",""
"91743812",2021,1,"ATP Tour",1609935000,"06 Jan 2021","Antalya ATP - Qualification","Qualifier","hard",1,"FINISHED","RETIRED","Kotov P.","Akkoyun U.","627199","621213","","","","",1,1,0,6,2,"","","","","","","","",1.02,19,1.05,11,"","","","","","","","","","","",""
"89913477",2021,1,"ATP Tour",1609938300,"06 Jan 2021","Antalya ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Lazarov A.","Miedler L.","783429","810765","","","","",2,1,2,6,1,3,6,3,6,"","","","",2.37,1.53,2.25,1.57,"","","","","","","","","","","",""
"53269779",2021,1,"ATP Tour",1609949100,"06 Jan 2021","Delray Beach ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Galovic V.","Quiroz R.","479435","338092","","","","",2,0,2,3,6,5,7,"","","","","","",1.83,1.83,1.83,1.83,"","","","","","","","","","","",""
"89813135",2021,1,"ATP Tour",1609950000,"06 Jan 2021","Delray Beach ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Young D.","Kozlov S.","186820","649763","","","","",1,2,1,4,6,6,4,6,4,"","","","",2,1.72,1.9,1.8,"","","","","","","","","","","",""
"42200729",2021,1,"ATP Tour",1609955400,"06 Jan 2021","Delray Beach ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Harrison C.","Khan Z.","884091","846957","","","","",1,2,1,6,1,6,7,7,6,"","","","",1.44,2.62,1.5,2.5,"","","","","","","","","","","",""
"91215092",2021,1,"ATP Tour",1609966200,"06 Jan 2021","Delray Beach ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Oliveira G.","King K.","303110","130774","","","","",2,0,2,3,6,3,6,"","","","","","",3.75,1.25,3.25,1.33,"","","","","","","","","","","",""
"59537670",2021,1,"ATP Tour",1610003100,"07 Jan 2021","Antalya ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Kavcic B.","Molcan A.","276062","583404","","","","",2,1,2,6,1,4,6,5,7,"","","","",1.44,2.62,1.5,2.5,"","","","","","","","","","","",""
"55206216",2021,1,"ATP Tour",1610003400,"07 Jan 2021","Antalya ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Turker M. N.","Vrbensky M.","426933","191513","","","","",2,0,2,4,6,3,6,"","","","","","",9,1.07,6,1.12,"","","","","","","","","","","",""
"63761082",2021,1,"ATP Tour",1610003400,"07 Jan 2021","Antalya ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Pellegrino A.","Kuzmanov D.","273580","237834","","","","",2,1,2,6,4,6,7,5,7,"","","","",2.75,1.4,2.5,1.5,"","","","","","","","","","","",""
"80589723",2021,1,"ATP Tour",1610004000,"07 Jan 2021","Antalya ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Vavassori A.","Andreev A.","489220","598150","","","","",2,0,2,4,6,6,7,"","","","","","",2.5,1.5,2.37,1.53,"","","","","","","","","","","",""
"76655088",2021,1,"ATP Tour",1610009400,"07 Jan 2021","Antalya ATP","1/16-finals","hard",1,"FINISHED","FINISHED","Basilashvili N.","Arnaboldi A.","309924","659274",40,267,1395,206,1,2,1,4,6,7,5,6,1,"","","","",1.5,2.5,1.53,2.37,3,2,4,1,60,54,46,40,35,80,20,65
"36126999",2021,1,"ATP Tour",1610011500,"07 Jan 2021","Antalya ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Kotov P.","Heliovaara H.","627199","338721","","","","",1,2,0,6,2,6,2,"","","","","","",1.25,3.75,1.33,3.25,"","","","","","","","","","","",""
"37915000",2021,1,"ATP Tour",1610013300,"07 Jan 2021","Antalya ATP","1/16-finals","hard",1,"FINISHED","FINISHED","Celikbilek A.","Zuk K.","368199","822730",309,262,150,209,1,2,0,7,6,7,5,"","","","","","",2.5,1.5,2.37,1.53,4,6,4,3,69,65,35,31,29,10,90,71
"59286256",2021,1,"ATP Tour",1610016300,"07 Jan 2021","Antalya ATP","1/16-finals","hard",1,"FINISHED","FINISHED","Ruusuvuori E.","Vesely J.","384119","191042",87,67,806,928,1,2,0,6,3,7,6,"","","","","","",1.5,2.5,1.57,2.25,1,9,0,0,80,71,29,20,50,0,0,50
"64520760",2021,1,"ATP Tour",1610016600,"07 Jan 2021","Antalya ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Bachinger M.","Miedler L.","164915","810765","","","","",1,2,0,6,4,6,1,"","","","","","",1.66,2.1,1.72,2,"","","","","","","","","","","",""
"42175550",2021,1,"ATP Tour",1610017500,"07 Jan 2021","Antalya ATP","1/16-finals","hard",1,"FINISHED","FINISHED","Caruso S.","Bublik A.","474240","732840",76,49,858,1090,2,0,2,3,6,3,6,"","","","","","",2.2,1.61,2.1,1.66,0,8,3,2,58,75,25,42,0,38,63,0
"77512211",2021,1,"ATP Tour",1610020800,"07 Jan 2021","Antalya ATP","1/16-finals","hard",1,"FINISHED","FINISHED","Herbert P.","Goffin D.","321867","811823",83,16,822,2555,2,1,2,6,3,5,7,0,6,"","","","",2.75,1.4,2.5,1.5,7,3,4,1,51,56,44,49,71,42,58,29
"30910475",2021,1,"ATP Tour",1610021700,"07 Jan 2021","Antalya ATP","1/16-finals","hard",1,"FINISHED","FINISHED","Kecmanovic M.","Travaglia S.","692911","944674",42,75,1328,869,2,1,2,6,1,4,6,0,6,"","","","",1.44,2.62,1.5,2.5,3,5,2,3,54,61,39,46,100,56,44,0
"30200362",2021,1,"ATP Tour",1610036100,"07 Jan 2021","Delray Beach ATP","1/16-finals","hard",1,"FINISHED","FINISHED","Bellucci T.","Monteiro T.","632715","261646",281,84,185,820,2,0,2,3,6,5,7,"","","","","","",3,1.36,2.62,1.44,3,2,3,1,54,66,34,46,11,67,33,89
"37109764",2021,1,"ATP Tour",1610041200,"07 Jan 2021","Delray Beach ATP","1/16-finals","hard",1,"FINISHED","FINISHED","Paul T.","Nam Ji S.","650985","315309",52,268,1080,205,1,2,0,6,1,6,4,"","","","","","",1.12,6,1.18,4.5,5,2,0,4,66,51,49,34,67,33,67,33
"36281527",2021,1,"ATP Tour",1610048400,"07 Jan 2021","Delray Beach ATP","1/16-finals","hard",1,"FINISHED","FINISHED","Mager G.","Harrison R.","528890","239088",101,481,733,73,1,2,1,3,6,6,1,6,4,"","","","",2,1.72,1.9,1.8,9,4,3,4,67,61,39,33,50,8,92,50
"24205146",2021,1,"ATP Tour",1610061000,"07 Jan 2021","Delray Beach ATP","1/16-finals","hard",1,"FINISHED","FINISHED","Kwon S.","Korda S.","614106","261903",95,119,768,566,2,0,2,4,6,4,6,"","","","","","",2,1.72,2,1.72,4,8,4,1,66,61,39,34,17,75,25,83
"61718845",2021,1,"ATP Tour",1610068200,"08 Jan 2021","Delray Beach ATP","1/16-finals","hard",1,"FINISHED","FINISHED","McDonald M.","Querrey S.","476352","110329",194,56,335,1065,2,0,2,3,6,4,6,"","","","","","",1.9,1.8,1.9,1.8,4,13,2,2,60,67,33,40,14,50,50,86
"44560846",2021,1,"ATP Tour",1610089800,"08 Jan 2021","Antalya ATP","1/16-finals","hard",1,"FINISHED","FINISHED","Kotov P.","Struff J-L.","627199","855008",269,37,205,1450,2,0,2,4,6,3,6,"","","","","","",4,1.22,3.4,1.3,2,3,1,2,51,59,41,49,29,42,58,71
"82040147",2021,1,"ATP Tour",1610089800,"08 Jan 2021","Antalya ATP","1/16-finals","hard",1,"FINISHED","FINISHED","Lamasine T.","Gerasimov E.","981822","431960",271,78,204,840,1,2,0,7,6,6,2,"","","","","","",5,1.16,4,1.22,0,4,1,3,62,55,45,38,100,50,50,0
"77654561",2021,1,"ATP Tour",1610090100,"08 Jan 2021","Antalya ATP","1/16-finals","hard",1,"FINISHED","FINISHED","Andreev A.","Ilhan M.","598150","791393",564,571,52,51,1,2,0,6,4,6,3,"","","","","","",1.2,4.33,1.25,3.75,0,1,0,1,67,55,45,33,67,50,50,33
"96620860",2021,1,"ATP Tour",1610091300,"08 Jan 2021","Antalya ATP","1/16-finals","hard",1,"FINISHED","FINISHED","Molcan A.","Grenier H.","583404","947022",313,250,145,220,2,0,2,5,7,4,6,"","","","","","",1.9,1.8,1.9,1.8,3,8,2,3,58,65,35,42,29,44,56,71
"58255115",2021,1,"ATP Tour",1610095800,"08 Jan 2021","Antalya ATP","1/16-finals","hard",1,"FINISHED","FINISHED","Chardy J.","Albot R.","311520","281568",72,85,880,817,1,2,0,6,3,6,4,"","","","","","",2,1.72,1.9,1.8,5,3,4,6,66,48,52,34,45,100,0,55
"19523148",2021,1,"ATP Tour",1610095800,"08 Jan 2021","Antalya ATP","1/16-finals","hard",1,"FINISHED","FINISHED","Berrettini M.","Kirkin E.","692847","117175",10,446,3085,83,1,2,0,6,0,6,4,"","","","","","",1.03,15,1.06,10,8,0,2,4,82,49,51,18,80,0,0,20
"24498577",2021,1,"ATP Tour",1610096100,"08 Jan 2021","Antalya ATP","1/16-finals","hard",1,"FINISHED","FINISHED","Jaziri M.","De Minaur A.","402865","284548",249,23,220,1860,2,0,2,2,6,1,6,"","","","","","",13,1.04,8,1.08,3,2,4,1,41,81,19,59,0,50,50,0
"48251246",2021,1,"ATP Tour",1610097900,"08 Jan 2021","Antalya ATP","1/16-finals","hard",1,"FINISHED","RETIRED","Bachinger M.","Kuhn N.","164915","234217",279,253,189,219,2,1,1,6,3,3,6,1,4,"","","","",1.57,2.25,1.61,2.2,7,2,3,3,58,68,32,42,50,21,79,50
"18933339",2021,1,"ATP Tour",1610100300,"08 Jan 2021","Antalya ATP","1/16-finals","hard",1,"FINISHED","FINISHED","Fognini F.","Vrbensky M.","474237","191513",17,311,2400,148,1,2,0,6,4,7,6,"","","","","","",1.4,2.75,1.5,2.5,0,6,4,0,65,56,44,35,30,100,0,70
"93489857",2021,1,"ATP Tour",1610100600,"08 Jan 2021","Antalya ATP","1/16-finals","hard",1,"FINISHED","RETIRED","Djere L.","Kuzmanov D.","350409","237834",55,298,1068,166,2,0,1,1,6,2,3,"","","","","","",1.44,2.62,1.53,2.37,0,1,1,0,49,76,24,51,0,38,63,0
"21596449",2021,1,"ATP Tour",1610121900,"08 Jan 2021","Delray Beach ATP","1/16-finals","hard",1,"FINISHED","FINISHED","Etcheverry T. M.","Harrison C.","418622","884091",256,789,216,22,2,0,2,4,6,2,6,"","","","","","",3.25,1.33,2.75,1.4,4,10,3,4,51,71,29,49,33,31,69,67
"46017359",2021,1,"ATP Tour",1610127600,"08 Jan 2021","Delray Beach ATP","1/16-finals","hard",1,"FINISHED","FINISHED","Galan D. E.","Martin A.","613323","632445",115,100,606,734,1,2,0,6,4,6,4,"","","","","","",1.4,2.75,1.44,2.62,3,2,2,2,67,56,44,33,43,17,83,57
"22539845",2021,1,"ATP Tour",1610128500,"08 Jan 2021","Delray Beach ATP","1/16-finals","hard",1,"FINISHED","FINISHED","Rubin N.","Quiroz R.","429215","338092",251,293,219,171,2,0,2,6,7,3,6,"","","","","","",1.72,2,1.8,1.9,5,7,6,2,53,62,38,47,75,71,29,25
"50355974",2021,1,"ATP Tour",1610133300,"08 Jan 2021","Delray Beach ATP","1/16-finals","hard",1,"FINISHED","FINISHED","Fratangelo B.","King K.","849776","130774",274,304,195,154,1,2,0,6,2,6,2,"","","","","","",1.5,2.5,1.57,2.25,0,2,0,2,73,49,51,27,67,0,100,33
"20892120",2021,1,"ATP Tour",1610135100,"08 Jan 2021","Delray Beach ATP","1/16-finals","hard",1,"FINISHED","FINISHED","Norrie C.","Aragone J.","701944","835283",74,299,877,165,1,2,0,6,2,6,1,"","","","","","",1.2,4.33,1.25,3.75,3,2,2,2,75,43,57,25,50,0,100,50
"21124778",2021,1,"ATP Tour",1610147400,"08 Jan 2021","Delray Beach ATP","1/16-finals","hard",1,"FINISHED","FINISHED","Karlovic I.","Andujar P.","737873","376795",148,59,444,1044,1,2,1,6,3,5,7,6,4,"","","","",2.62,1.44,2.5,1.5,27,0,9,5,65,62,38,35,38,50,50,63
"30106791",2021,1,"ATP Tour",1610156400,"09 Jan 2021","Delray Beach ATP","1/16-finals","hard",1,"FINISHED","FINISHED","Tiafoe F.","Young D.","520972","186820",62,327,1005,135,1,2,0,6,3,6,4,"","","","","","",1.22,4,1.28,3.5,2,4,1,6,71,53,47,29,50,50,50,50
"43958060",2021,1,"ATP Tour",1610175900,"09 Jan 2021","Antalya ATP","1/8-finals","hard",1,"FINISHED","FINISHED","Andreev A.","De Minaur A.","598150","284548",564,23,52,1860,2,0,2,3,6,1,6,"","","","","","",8,1.08,5.5,1.14,1,2,2,0,42,62,38,58,29,50,50,71
"27471536",2021,1,"ATP Tour",1610181000,"09 Jan 2021","Antalya ATP","1/8-finals","hard",1,"FINISHED","FINISHED","Basilashvili N.","Celikbilek A.","309924","368199",40,309,1395,150,1,2,0,7,6,6,4,"","","","","","",1.4,2.75,1.5,2.5,3,4,5,3,57,51,49,43,50,50,50,50
"96955519",2021,1,"ATP Tour",1610181300,"09 Jan 2021","Antalya ATP","1/8-finals","hard",1,"FINISHED","FINISHED","Travaglia S.","Ruusuvuori E.","944674","384119",75,87,869,806,1,2,0,7,6,6,3,"","","","","","",2.62,1.44,2.5,1.5,2,2,3,3,69,62,38,31,40,33,67,60
"91989966",2021,1,"ATP Tour",1610187300,"09 Jan 2021","Antalya ATP","1/8-finals","hard",1,"FINISHED","FINISHED","Kuhn N.","Goffin D.","234217","811823",253,16,219,2555,2,0,2,0,6,2,6,"","","","","","",6.5,1.11,5,1.16,0,4,1,1,44,74,26,56,0,100,0,0
"70179699",2021,1,"ATP Tour",1610216400,"09 Jan 2021","Delray Beach ATP","1/8-finals","hard",1,"FINISHED","FINISHED","Mager G.","Querrey S.","528890","110329",101,56,733,1065,1,2,0,7,6,6,1,"","","","","","",4,1.22,3.4,1.3,4,10,8,4,64,55,45,36,75,13,88,25
"33772346",2021,1,"ATP Tour",1610222700,"09 Jan 2021","Delray Beach ATP","1/8-finals","hard",1,"FINISHED","FINISHED","Garin C.","Harrison C.","883049","884091",22,789,2180,22,2,0,2,6,7,2,6,"","","","","","",1.44,2.62,1.5,2.5,3,4,2,2,53,66,34,47,29,36,64,71
"52969579",2021,1,"ATP Tour",1610233500,"09 Jan 2021","Delray Beach ATP","1/8-finals","hard",1,"FINISHED","FINISHED","Paul T.","Korda S.","650985","261903",52,119,1080,566,2,1,2,6,4,3,6,2,6,"","","","",1.53,2.37,1.57,2.25,2,3,4,2,55,63,37,45,18,83,17,82
"50899371",2021,1,"ATP Tour",1610242500,"10 Jan 2021","Delray Beach ATP","1/8-finals","hard",1,"FINISHED","FINISHED","Monteiro T.","Isner J.","261646","889942",84,25,820,1850,2,0,2,4,6,6,7,"","","","","","",2.5,1.5,2.25,1.57,4,22,2,1,71,76,24,29,0,25,75,0
"94640215",2021,1,"ATP Tour",1610264100,"10 Jan 2021","Australian Open ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Istomin D.","Giustino L.","742506","337733","","","","",2,0,2,1,6,1,6,"","","","","","",2.2,1.61,2.1,1.66,2,1,2,3,41,65,35,59,0,50,50,100
"61130983",2021,1,"ATP Tour",1610264100,"10 Jan 2021","Australian Open ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Vatutin A.","Diez S.","734428","292466","","","","",2,1,2,3,6,6,4,4,6,"","","","",2.37,1.53,2.25,1.57,0,5,6,4,51,62,38,49,80,43,57,20
"59190713",2021,1,"ATP Tour",1610264100,"10 Jan 2021","Australian Open ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Laaksonen H.","Kamke T.","812008","686123","","","","",1,2,0,7,5,6,3,"","","","","","",1.44,2.62,1.5,2.5,12,0,1,8,63,53,47,37,40,29,71,60
"37980143",2021,1,"ATP Tour",1610264400,"10 Jan 2021","Australian Open ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Mott B.","Ymer E.","654101","927805","","","","",2,0,2,4,6,3,6,"","","","","","",2.25,1.57,2.2,1.61,1,3,4,1,59,75,25,41,0,50,50,100
"62625993",2021,1,"ATP Tour",1610264400,"10 Jan 2021","Australian Open ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Trungelliti M.","Marterer M.","833134","137843","","","","",2,1,2,6,4,4,6,4,6,"","","","",5,1.16,4,1.22,2,11,3,0,60,64,36,40,15,20,80,85
"80582609",2021,1,"ATP Tour",1610264400,"10 Jan 2021","Australian Open ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Daniel T.","Cid Subervi R.","646738","978470","","","","",1,2,1,4,6,6,2,6,1,"","","","",1.12,6,1.18,4.5,4,2,2,1,64,52,48,36,56,50,50,44
"57700954",2021,1,"ATP Tour",1610264400,"10 Jan 2021","Australian Open ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Gojo B.","Ofner S.","949266","755374","","","","",1,2,0,6,3,6,2,"","","","","","",1.61,2.2,1.66,2.1,13,2,0,3,67,48,52,33,44,50,50,56
"42623984",2021,1,"ATP Tour",1610266200,"10 Jan 2021","Antalya ATP","1/8-finals","hard",1,"FINISHED","FINISHED","Fognini F.","Chardy J.","474237","311520",17,72,2400,880,2,1,2,6,7,7,6,6,7,"","","","",1.61,2.2,1.66,2.1,3,12,7,3,60,60,40,40,56,45,55,44
"81876340",2021,1,"ATP Tour",1610266200,"10 Jan 2021","Antalya ATP","1/8-finals","hard",1,"FINISHED","FINISHED","Lamasine T.","Bublik A.","981822","732840",271,49,204,1090,2,0,2,2,6,4,6,"","","","","","",4.5,1.18,3.75,1.25,0,6,2,7,51,60,40,49,13,31,69,88
"29605729",2021,1,"ATP Tour",1610269500,"10 Jan 2021","Australian Open ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Bagnis F.","Ramanathan R.","341458","364318","","","","",2,0,2,6,7,5,7,"","","","","","",2.25,1.57,2.2,1.61,0,11,6,4,62,69,31,38,100,67,33,0
"64322815",2021,1,"ATP Tour",1610270400,"10 Jan 2021","Australian Open ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Kuznetsov An.","Blanch U.","473032","695936","","","","",2,0,2,4,6,1,6,"","","","","","",1.5,2.5,1.57,2.25,3,8,4,2,52,71,29,48,100,44,56,0
"86300377",2021,1,"ATP Tour",1610271000,"10 Jan 2021","Australian Open ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Santillan A.","Huesler M.","493807","488936","","","","",2,1,2,3,6,6,3,3,6,"","","","",3.25,1.33,2.75,1.4,6,11,8,4,62,68,32,38,100,25,75,0
"22945035",2021,1,"ATP Tour",1610272500,"10 Jan 2021","Australian Open ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Troicki V.","Rodionov J.","246758","812285","","","","",1,2,1,2,6,6,2,6,1,"","","","",2.1,1.66,2,1.72,4,2,1,3,73,58,42,27,44,50,50,56
"66428900",2021,1,"ATP Tour",1610272800,"10 Jan 2021","Antalya ATP","1/8-finals","hard",1,"FINISHED","WALKOVER","Grenier H.","Struff J-L.","947022","855008","","","","",2,"","","","","","","","","","","","",4.5,1.18,3.75,1.25,"","","","","","","","","","","",""
"43579566",2021,1,"ATP Tour",1610273700,"10 Jan 2021","Australian Open ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Wu Tung-Lin","Clarke J.","827001","949289","","","","",1,2,0,6,2,6,4,"","","","","","",1.83,1.83,1.83,1.83,3,5,2,0,62,58,42,38,30,0,100,70
"41006788",2021,1,"ATP Tour",1610274600,"10 Jan 2021","Australian Open ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Donskoy E.","Zhang Z.","182008","149795","","","","",2,0,2,5,7,3,6,"","","","","","",1.57,2.25,1.61,2.2,2,6,0,2,60,72,28,40,100,75,25,0
"94010605",2021,1,"ATP Tour",1610275500,"10 Jan 2021","Australian Open ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Giannessi A.","Vilella M. M.","628610","294710","","","","",2,0,2,1,6,3,6,"","","","","","",2.1,1.66,2,1.72,1,10,5,1,53,91,9,47,0,44,56,0
"57164209",2021,1,"ATP Tour",1610275800,"10 Jan 2021","Australian Open ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Hijikata R.","Eubanks C.","981922","119592","","","","",1,2,0,6,2,6,3,"","","","","","",4,1.22,3.4,1.3,2,3,3,3,70,61,39,30,60,0,100,40
"57783286",2021,1,"ATP Tour",1610277300,"10 Jan 2021","Australian Open ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Garcia-Lopez G.","Cerundolo F.","955335","986053","","","","",2,0,2,2,6,4,6,"","","","","","",3,1.36,2.75,1.4,2,4,6,6,49,73,27,51,100,33,67,0
"30336620",2021,1,"ATP Tour",1610277300,"10 Jan 2021","Antalya ATP","1/8-finals","hard",1,"FINISHED","FINISHED","Berrettini M.","Kuzmanov D.","692847","237834",10,298,3085,166,1,2,0,6,2,6,3,"","","","","","",1.07,9,1.12,6,4,1,1,4,71,47,53,29,63,50,50,38
